Cliente;Entidad;Destino;Cuenta;Fecha;Artículo;Descripción;Inicio;Cantidad;Nueva;Costo;Anterior2;Cantidad3;Nueva4;Usuario;Cantidad Final;Precio;Mes ;Año
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/07/2017;424560265;COLLAR SUELA N.25 LISO - 49 CM;10;-10;0; 21,09 ; 210,90 ;-210,90 ; -   ;fre3919;10; 244,64 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;05/07/2017;424582126;COLLAR SUELA N.21 LISO - 46 CM;40;-40;0; 4,02 ; 160,80 ;-160,80 ; -   ;FRE3919;40; 186,53 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;15/07/2017;424582126;COLLAR SUELA N.21 LISO - 46 CM;40;-40;0; 4,02 ; 160,80 ;-160,80 ; -   ;agg3513;40; 186,53 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;20/07/2017;424582126;COLLAR SUELA N.21 LISO - 46 CM;40;-40;0; 4,02 ; 160,80 ;-160,80 ; -   ;fre3919;40; 186,53 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;26/07/2017;424582126;COLLAR SUELA N.21 LISO - 46 CM;40;-40;0; 4,02 ; 160,80 ;-160,80 ; -   ;agg3513;40; 186,53 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;06/07/2017;424582141;MECHA EZETA WIDIA BOSCH  8 x 160 MM;5;-5;0; 43,26 ; 216,30 ;-216,30 ; -   ;ICL7115;5; 250,91 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;15/07/2017;424582141;MECHA EZETA WIDIA BOSCH  8 x 160 MM;5;-5;0; 43,26 ; 216,30 ;-216,30 ; -   ;icl7115;5; 250,91 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;22/07/2017;424582141;MECHA EZETA WIDIA BOSCH  8 x 160 MM;5;-5;0; 43,26 ; 216,30 ;-216,30 ; -   ;icl7115;5; 250,91 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;29/07/2017;424582141;MECHA EZETA WIDIA BOSCH  8 x 160 MM;6;-6;0; 43,26 ; 259,56 ;-259,56 ; -   ;ICL7115;6; 301,09 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;22/07/2017;424582146;HILO DE POLIP P/ARROLLADORA;1;-1;0; 5,28 ; 5,28 ;-5,28 ; -   ;icl7115;1; 6,12 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;29/07/2017;424582146;HILO DE POLIP P/ARROLLADORA;4;-4;0; 5,28 ; 21,12 ;-21,12 ; -   ;ICL7115;4; 24,50 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002008;21/07/2017;424582029;MECHA EZETA WIDIA BOSCH  8 x 210 MM;197;-3;194; 34,67 ; 6.829,99 ;-104,01 ; 6.725,98 ;INTFZ;3; 120,65 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;05/07/2017;424570558;DESTAPAPILETA EL ABUELO CINTA  5 MT;4;-4;0; 45,54 ; 182,16 ;-182,16 ; -   ;FRE3919;4; 211,31 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;15/07/2017;424570558;DESTAPAPILETA EL ABUELO CINTA  5 MT;3;-3;0; 45,54 ; 136,62 ;-136,62 ; -   ;agg3513;3; 158,48 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;05/07/2017;424570567;MECHA EZETA WIDIA BOSCH  8 x 300 MM;5;-5;0; 277,86 ; 1.389,30 ;-1.389,30 ; -   ;FRE3919;5; 1.611,59 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;15/07/2017;424570567;MECHA EZETA WIDIA BOSCH  8 x 300 MM;5;-5;0; 277,86 ; 1.389,30 ;-1.389,30 ; -   ;agg3513;5; 1.611,59 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;26/07/2017;424570567;MECHA EZETA WIDIA BOSCH  8 x 300 MM;3;-3;0; 277,86 ; 833,58 ;-833,58 ; -   ;agg3513;3; 966,95 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;20/07/2017;424580252;CORREA SECCION A N.53;3;-3;0; 38,01 ; 114,03 ;-114,03 ; -   ;fre3919;3; 132,27 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002011;05/07/2017;424570634;ALAMB REC NEGRO N.19 1.02 MM;20;-20;0; 32,23 ; 644,60 ;-644,60 ; -   ;FRE3919;20; 747,74 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002011;08/07/2017;424570634;ALAMB REC NEGRO N.19 1.02 MM;10;-10;0; 32,23 ; 322,30 ;-322,30 ; -   ;agg3513;10; 373,87 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002011;11/07/2017;424570634;ALAMB REC NEGRO N.19 1.02 MM;5;-5;0; 32,23 ; 161,15 ;-161,15 ; -   ;fre3919;5; 186,93 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002011;15/07/2017;424570634;ALAMB REC NEGRO N.19 1.02 MM;10;-10;0; 32,23 ; 322,30 ;-322,30 ; -   ;agg3513;10; 373,87 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002011;20/07/2017;424570634;ALAMB REC NEGRO N.19 1.02 MM;15;-15;0; 32,23 ; 483,45 ;-483,45 ; -   ;fre3919;15; 560,80 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002011;26/07/2017;424570634;ALAMB REC NEGRO N.19 1.02 MM;10;-10;0; 32,23 ; 322,30 ;-322,30 ; -   ;agg3513;10; 373,87 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;05/07/2017;424564935;MECHA EZETA WIDIA BOSCH 10 x 110 MM;356;-4;352; 20,07 ; 7.144,92 ;-80,28 ; 7.064,64 ;FRE3919;4; 93,12 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/07/2017;424564935;MECHA EZETA WIDIA BOSCH 10 x 110 MM;257;-4;253; 20,07 ; 5.157,99 ;-80,28 ; 5.077,71 ;fre3919;4; 93,12 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;26/07/2017;424572037;MECHA EZETA WIDIA BOSCH 10 x 160 MM;297;-3;294; 209,83 ; 62.319,51 ;-629,49 ; 61.690,02 ;agg3513;3; 730,21 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;06/07/2017;424562201;MENSULA DOBLE ECO BLANCA 170 MM;2232;-60;2172; 2,25 ; 5.022,00 ;-135,00 ; 4.887,00 ;ICL7115;60; 156,60 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;08/07/2017;424562201;MENSULA DOBLE ECO BLANCA 170 MM;1656;-24;1632; 2,25 ; 3.726,00 ;-54,00 ; 3.672,00 ;agg3513;24; 62,64 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;11/07/2017;424562201;MENSULA DOBLE ECO BLANCA 170 MM;1200;-72;1128; 2,25 ; 2.700,00 ;-162,00 ; 2.538,00 ;INTFZ;72; 187,92 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;15/07/2017;424562201;MENSULA DOBLE ECO BLANCA 170 MM;2040;-36;2004; 2,25 ; 4.590,00 ;-81,00 ; 4.509,00 ;agg3513;36; 93,96 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;20/07/2017;424562201;MENSULA DOBLE ECO BLANCA 170 MM;2844;-48;2796; 2,25 ; 6.399,00 ;-108,00 ; 6.291,00 ;fre3919;48; 125,28 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;22/07/2017;424562201;MENSULA DOBLE ECO BLANCA 170 MM;2544;-36;2508; 2,25 ; 5.724,00 ;-81,00 ; 5.643,00 ;icl7115;36; 93,96 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002001;26/07/2017;424562201;MENSULA DOBLE ECO BLANCA 170 MM;1980;-36;1944; 2,25 ; 4.455,00 ;-81,00 ; 4.374,00 ;agg3513;36; 93,96 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;51303079;06/07/2017;424580251;MENSULA DOBLE NEGRA  470 MM;30;-30;0; 12,03 ; 360,90 ;-360,90 ; -   ;ICL7115;30; 418,64 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;51303079;15/07/2017;424580251;MENSULA DOBLE NEGRA  470 MM;10;-10;0; 12,03 ; 120,30 ;-120,30 ; -   ;icl7115;10; 139,55 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;51303079;22/07/2017;424580251;MENSULA DOBLE NEGRA  470 MM;20;-20;0; 12,03 ; 240,60 ;-240,60 ; -   ;icl7115;20; 279,10 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;51303079;29/07/2017;424580251;MENSULA DOBLE NEGRA  470 MM;10;-10;0; 12,03 ; 120,30 ;-120,30 ; -   ;ICL7115;10; 139,55 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;51303079;20/07/2017;424581721;ALAMB REC NEGRO N.12 2.64 MM;3;-3;0; 3,36 ; 10,08 ;-10,08 ; -   ;fre3919;3; 11,69 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;05/07/2017;424560056;MENSULA DOBLE ECO BLANCA 270 MM;5;-5;0; 39,33 ; 196,65 ;-196,65 ; -   ;FRE3919;5; 228,11 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002006;20/07/2017;424591594;ALAMB REC NEGRO N.14 2.03 MM;3;-3;0; 5,80 ; 17,40 ;-17,40 ; -   ;fre3919;3; 20,18 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;05/07/2017;424561778;MENSULA DOBLE ECO BLANCA 370 MM;28400;-200;28200; 1,29 ; 36.636,00 ;-258,00 ; 36.378,00 ;FRE3919;200; 299,28 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;15/07/2017;424561778;MENSULA DOBLE ECO BLANCA 370 MM;20400;-100;20300; 1,29 ; 26.316,00 ;-129,00 ; 26.187,00 ;agg3513;100; 149,64 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;20/07/2017;424561778;MENSULA DOBLE ECO BLANCA 370 MM;15000;-100;14900; 1,29 ; 19.350,00 ;-129,00 ; 19.221,00 ;fre3919;100; 149,64 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;15/07/2017;424561963;MECHA EZETA WIDIA BOSCH 12 x 160 MM;197;-3;194; 88,12 ; 17.359,64 ;-264,36 ; 17.095,28 ;agg3513;3; 306,66 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002005;26/07/2017;424561963;MECHA EZETA WIDIA BOSCH 12 x 160 MM;432;-3;429; 88,12 ; 38.067,84 ;-264,36 ; 37.803,48 ;agg3513;3; 306,66 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;05/07/2017;424561178;MENSULA DOBLE ALUM   170 MM;5;-5;0; 7,46 ; 37,30 ;-37,30 ; -   ;FRE3919;5; 43,27 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;06/07/2017;424561178;MENSULA DOBLE ALUM   170 MM;5;-5;0; 7,46 ; 37,30 ;-37,30 ; -   ;ICL7115;5; 43,27 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;15/07/2017;424561178;MENSULA DOBLE ALUM   170 MM;3;-3;0; 7,46 ; 22,38 ;-22,38 ; -   ;agg3513;3; 25,96 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;15/07/2017;424561178;MENSULA DOBLE ALUM   170 MM;5;-5;0; 7,46 ; 37,30 ;-37,30 ; -   ;icl7115;5; 43,27 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;20/07/2017;424561178;MENSULA DOBLE ALUM   170 MM;3;-3;0; 7,46 ; 22,38 ;-22,38 ; -   ;fre3919;3; 25,96 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;22/07/2017;424561178;MENSULA DOBLE ALUM   170 MM;5;-5;0; 7,46 ; 37,30 ;-37,30 ; -   ;icl7115;5; 43,27 ;julio;2017
Hermanos Ruiz;10219;Ferreteria del Norte;50002009;26/07/2017;424561178;MENSULA DOBLE ALUM   170 MM;3;-3;0; 7,46 ; 22,38 ;-22,38 ; -   ;agg3513;3; 25,96 ;julio;2017
Casa Constructora América;10219;Ferreteria del Norte;50002013;04/07/2017;413062573;MENSULA DOBLE ALUM   370 MM;33;-2;31; 1.989,58 ; 65.656,14 ;-3.979,16 ; 61.676,98 ;mmm6243;2; 4.615,83 ;julio;2017
Casa Constructora América;10219;Ferreteria del Norte;50002013;06/07/2017;413062573;MENSULA DOBLE ALUM   370 MM;7;-3;4; 1.989,58 ; 13.927,06 ;-5.968,74 ; 7.958,32 ;abe5965;3; 6.923,74 ;julio;2017
Casa Constructora América;10219;Ferreteria del Norte;50002013;13/07/2017;413062573;MENSULA DOBLE ALUM   370 MM;14;-2;12; 1.989,58 ; 27.854,12 ;-3.979,16 ; 23.874,96 ;mmm6243;2; 4.615,83 ;julio;2017
Casa Constructora América;10219;Ferreteria del Norte;50002013;20/07/2017;413062573;MENSULA DOBLE ALUM   370 MM;31;-2;29; 1.989,58 ; 61.676,98 ;-3.979,16 ; 57.697,82 ;mmm6243;2; 4.615,83 ;julio;2017
Casa Constructora América;10219;Ferreteria del Norte;50002013;26/07/2017;413062573;MENSULA DOBLE ALUM   370 MM;20;-3;17; 1.989,58 ; 39.791,60 ;-5.968,74 ; 33.822,86 ;mmm6243;3; 6.923,74 ;julio;2017
Casa Constructora América;10219;Ferreteria del Norte;50002013;28/07/2017;413062573;MENSULA DOBLE ALUM   370 MM;17;-3;14; 1.989,58 ; 33.822,86 ;-5.968,74 ; 27.854,12 ;mmm6243;3; 6.923,74 ;julio;2017
Casa Constructora América;10219;Ferreteria del Norte;50002013;06/07/2017;413062561;MENSULA DOBLE ALUM   470 MM;12;-3;9; 2.173,50 ; 26.082,00 ;-6.520,50 ; 19.561,50 ;abe5965;3; 7.563,78 ;julio;2017
Casa Constructora América;10219;Ferreteria del Norte;50002013;13/07/2017;413062561;MENSULA DOBLE ALUM   470 MM;8;-2;6; 2.173,50 ; 17.388,00 ;-4.347,00 ; 13.041,00 ;mmm6243;2; 5.042,52 ;julio;2017
Casa Constructora América;10219;Ferreteria del Norte;50002013;20/07/2017;413062561;MENSULA DOBLE ALUM   470 MM;30;-2;28; 2.173,50 ; 65.205,00 ;-4.347,00 ; 60.858,00 ;mmm6243;2; 5.042,52 ;julio;2017
Casa Constructora América;10219;Ferreteria del Norte;50002013;26/07/2017;413062561;MENSULA DOBLE ALUM   470 MM;8;-3;5; 2.173,50 ; 17.388,00 ;-6.520,50 ; 10.867,50 ;mmm6243;3; 7.563,78 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;02/07/2017;450802760;HERRADURA ACANALADA PESADA 7;2;-1;1; 413,39 ; 826,78 ;-413,39 ; 413,39 ;INTFZ;1; 479,53 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;04/07/2017;450818571;CEPILLO ALAMBRE ACERO  C/MANGO 4x19;8;-3;5; 89,01 ; 712,08 ;-267,03 ; 445,05 ;INTFZ;3; 309,75 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;07/07/2017;450802475;DISCO AA GOLD    6 PERF 154  G.220;31;-2;29; 3,87 ; 119,97 ;-7,74 ; 112,23 ;INTFZ;2; 8,98 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;22/07/2017;450813587;BIS FICHA P/SOLD REF 100-33-8 x 2.5;6;-1;5; 328,30 ; 1.969,80 ;-328,30 ; 1.641,50 ;INTFZ;1; 380,83 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;17/07/2017;450810747;CORREA SECCION A N.60;4;-1;3; 86,41 ; 345,64 ;-86,41 ; 259,23 ;INTFZ;1; 100,24 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;01/07/2017;450811410;PALANQ  LAMINADA 1045  76.20 MM;3;-1;2; 67,76 ; 203,28 ;-67,76 ; 135,52 ;INTFZ;1; 78,60 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;20/07/2017;450813579;POLIET SIXCOM 2 x 200 x  50 NEGRO;3;-1;2; 156,41 ; 469,23 ;-156,41 ; 312,82 ;INTFZ;1; 181,44 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;01/07/2017;450811165;LIJA AA COLORADO RUBI G. 50 E/G;13;-1;12; 259,79 ; 3.377,27 ;-259,79 ; 3.117,48 ;INTFZ;1; 301,36 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;02/07/2017;450803954;LIJA AA COLORADO RUBI G. 80 GRU;20;-1;19; 231,84 ; 4.636,80 ;-231,84 ; 4.404,96 ;INTFZ;1; 268,93 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;06/07/2017;450805540;MECHA EZETA COLA CONICA 23.75 MM;25;-1;24; 10,06 ; 251,50 ;-10,06 ; 241,44 ;INTFZ;1; 11,67 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;20/07/2017;450814912;MACHO URANGA A/ALEADO M 16 x 1.50;1;-1;0; 49,37 ; 49,37 ;-49,37 ; -   ;INTFZ;1; 57,27 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;01/07/2017;450800287;MECHA EZETA COLA CONICA 22.50 MM;7;-1;6; 2.633,04 ; 18.431,28 ;-2.633,04 ; 15.798,24 ;INTFZ;1; 3.054,33 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;02/07/2017;450800287;MECHA EZETA COLA CONICA 22.50 MM;6;-1;5; 2.633,04 ; 15.798,24 ;-2.633,04 ; 13.165,20 ;INTFZ;1; 3.054,33 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;25/07/2017;450817091;MECHA EZETA COLA CONICA 20.75 MM;2;-1;1; 546,48 ; 1.092,96 ;-546,48 ; 546,48 ;INTFZ;1; 633,92 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;04/07/2017;450801211;MECHA EZETA COLA CONICA 23.00 MM;83;-2;81; 5,07 ; 420,81 ;-10,14 ; 410,67 ;INTFZ;2; 11,76 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;07/07/2017;450803930;DISCO AA GOLD    6 PERF 154  G.240;31;-4;27; 30,14 ; 934,34 ;-120,56 ; 813,78 ;INTFZ;4; 139,85 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;04/07/2017;450812119;BROCA MANUAL - MANGO BTU36 3/16;9;-1;8; 563,01 ; 5.067,09 ;-563,01 ; 4.504,08 ;INTFZ;1; 653,09 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;25/07/2017;450800698;CADENA ONETO CALIBRADA N.55;43;-10;33; 134,55 ; 5.785,65 ;-1.345,50 ; 4.440,15 ;INTFZ;10; 1.560,78 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;04/07/2017;450814305;CORREA SECCION A N.34;9;-1;8; 133,52 ; 1.201,68 ;-133,52 ; 1.068,16 ;INTFZ;1; 154,88 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;06/07/2017;450800894;ABRAZ AMERICANA 3002    25 -  35 MM;8;-1;7; 39,95 ; 319,60 ;-39,95 ; 279,65 ;INTFZ;1; 46,34 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;02/07/2017;450810706;CABLE CORDON  1.8 MM 1 x 19 BICI;37;-1;36; 3,18 ; 117,66 ;-3,18 ; 114,48 ;INTFZ;1; 3,69 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;07/07/2017;450812928;BANDA AA TELA 100x610 O/A MAD G. 40;10;-4;6; 22,77 ; 227,70 ;-91,08 ; 136,62 ;INTFZ;4; 105,65 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;24/07/2017;450806012;ABRAZ AMERICANA 3004    40 -  55 MM;34;-2;32; 8,38 ; 284,92 ;-16,76 ; 268,16 ;INTFZ;2; 19,44 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;02/07/2017;450802761;ABRAZ AMERICANA 3002/5  30 -  40 MM;15;-1;14; 458,53 ; 6.877,95 ;-458,53 ; 6.419,42 ;INTFZ;1; 531,89 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;17/07/2017;450814066;ADAP POZIDRIVE P/AUTOPERF 3 x 25 MM;20;-1;19; 20,07 ; 401,40 ;-20,07 ; 381,33 ;INTFZ;1; 23,28 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;22/07/2017;450802490;ABRAZ AMERICANA 3011/5 120 - 135 MM;2024;-4;2020; 0,64 ; 1.295,36 ;-2,56 ; 1.292,80 ;INTFZ;4; 2,97 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;02/07/2017;450812955;MECHA EZETA COLA CONICA 27.00 MM;33;-2;31; 35,73 ; 1.179,09 ;-71,46 ; 1.107,63 ;INTFZ;2; 82,89 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;06/07/2017;450800654;MECHA EZETA COLA CONICA 30.25 MM;35;-1;34; 82,88 ; 2.900,80 ;-82,88 ; 2.817,92 ;INTFZ;1; 96,14 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;17/07/2017;450810551;POLIET SIXCOM 6 x 100 x  50 NEGRO;57;-1;56; 19,20 ; 1.094,40 ;-19,20 ; 1.075,20 ;INTFZ;1; 22,27 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;19/07/2017;450802674;CORREA SECCION A N.44;7;-1;6; 79,91 ; 559,37 ;-79,91 ; 479,46 ;INTFZ;1; 92,70 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;19/07/2017;450802674;CORREA SECCION A N.44;6;-1;5; 79,91 ; 479,46 ;-79,91 ; 399,55 ;INTFZ;1; 92,70 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;02/07/2017;450803773;ADAP PHILLIPS P/AUTOPERF  2 x 50 MM;16;-1;15; 458,52 ; 7.336,32 ;-458,52 ; 6.877,80 ;INTFZ;1; 531,88 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;02/07/2017;450800232;TENDEDERO PIE PLEG 7 V ALAMB C/ALAS;46;-3;43; 15,62 ; 718,52 ;-46,86 ; 671,66 ;INTFZ;3; 54,36 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;16/07/2017;450811256;CABLE CORDON  2.5 MM 1 x 19;406;-1;405; 4,15 ; 1.684,90 ;-4,15 ; 1.680,75 ;INTFZ;1; 4,81 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;19/07/2017;450801209;SOGA ELASTICA 6 MM;128;-1;127; 2,90 ; 371,20 ;-2,90 ; 368,30 ;INTFZ;1; 3,36 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;19/07/2017;450813603;ALAMB REC NEGRO N.16 x 1 KG;107;-1;106; 50,72 ; 5.427,04 ;-50,72 ; 5.376,32 ;INTFZ;1; 58,84 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;19/07/2017;450814579;MECHA EZETA COLA CONICA 34.75 MM;19;-1;18; 53,33 ; 1.013,27 ;-53,33 ; 959,94 ;INTFZ;1; 61,86 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;16/07/2017;450804850;MECHA EZETA COLA CONICA 30.75 MM;37;-1;36; 27,95 ; 1.034,15 ;-27,95 ; 1.006,20 ;INTFZ;1; 32,42 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;20/07/2017;450804850;MECHA EZETA COLA CONICA 30.75 MM;35;-2;33; 27,95 ; 978,25 ;-55,90 ; 922,35 ;INTFZ;2; 64,84 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;25/07/2017;450804850;MECHA EZETA COLA CONICA 30.75 MM;29;-1;28; 27,95 ; 810,55 ;-27,95 ; 782,60 ;INTFZ;1; 32,42 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;25/07/2017;450813315;TENDEDERO ABANICO LATERAL;68;-1;67; 141,80 ; 9.642,40 ;-141,80 ; 9.500,60 ;INTFZ;1; 164,49 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;02/07/2017;424575475;TENDEDERO TECHO   GRANDE;101;-1;100; 17,08 ; 1.725,08 ;-17,08 ; 1.708,00 ;INTFZ;1; 19,81 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;02/07/2017;450803783;MECHA EZETA COLA CONICA 37.25 MM;154;-1;153; 5,11 ; 786,94 ;-5,11 ; 781,83 ;INTFZ;1; 5,93 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;19/07/2017;450819592;MECHA EZETA COLA CONICA 25.25 MM;152;-2;150; 40,95 ; 6.224,40 ;-81,90 ; 6.142,50 ;INTFZ;2; 95,00 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;25/07/2017;450819592;MECHA EZETA COLA CONICA 25.25 MM;142;-2;140; 40,95 ; 5.814,90 ;-81,90 ; 5.733,00 ;INTFZ;2; 95,00 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;20/07/2017;450802145;DISCO AA GOLD    6 PERF 154  G.280;26;-1;25; 43,89 ; 1.141,14 ;-43,89 ; 1.097,25 ;INTFZ;1; 50,91 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;02/07/2017;450812412;CORREA SECCION A N.49;61;-1;60; 35,73 ; 2.179,53 ;-35,73 ; 2.143,80 ;INTFZ;1; 41,45 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;16/07/2017;450812411;MECHA EZETA COLA CONICA 38.50 MM;15;-1;14; 1.219,78 ; 18.296,70 ;-1.219,78 ; 17.076,92 ;INTFZ;1; 1.414,94 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;16/07/2017;450811659;MECHA EZETA COLA CONICA 38.00 MM;31;-1;30; 36,57 ; 1.133,67 ;-36,57 ; 1.097,10 ;INTFZ;1; 42,42 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;21/07/2017;450813807;MECHA EZETA COLA CONICA 35.50 MM;2;-1;1; 21,67 ; 43,34 ;-21,67 ; 21,67 ;INTFZ;1; 25,14 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;19/07/2017;450813224;MECHA EZETA COLA CONICA 37.50 MM;68;-1;67; 10,29 ; 699,72 ;-10,29 ; 689,43 ;INTFZ;1; 11,94 ;julio;2017
Tienda Orizaba;10219;Ferreteria del Norte;50002008;20/07/2017;450812671;MECHA EZETA COLA CONICA 38.75 MM;25;-1;24; 43,47 ; 1.086,75 ;-43,47 ; 1.043,28 ;INTFZ;1; 50,43 ;julio;2017
